Diagram-ID,Image-Path,Category-of-Image,Modified-Alt-Text
141,images/page0302_img000.jpeg,Other,"A cylindrical container with a movable piston shows a gas inside with volume labeled V and cross sectional area labeled A, the piston is pushed upward a distance labeled d causing a change in volume labeled delta V equals A times d, an upward force labeled F equals P times A acts on the piston, heat labeled Q with subscript in enters the system from the side, and the work done is shown at the bottom as W with subscript out equals F times d equals P times A times d equals P times delta V."
142,images/page0302_img001.jpeg,Other,"Three panels labeled a, b, and c illustrate a piston cylinder connected to a crank mechanism. In panel a, heat labeled Q with subscript in enters the gas from above, causing the piston to move to the right with a force labeled F, and the relationship is shown as F equals P multiplied by A, while the change in internal energy is written as delta U with subscript a equals Q with subscript in. In panel b, the piston moves outward a distance labeled d with force F acting to the right, turning the crank, and the work output is written as F multiplied by d equals W with subscript out, while the change in internal energy is delta U with subscript b equals negative W with subscript out. In panel c, the piston is pushed back inward a distance d by a smaller force labeled F prime pointing left, where F prime is less than F, and the work input is written as W with subscript in equals F prime multiplied by d, while heat labeled Q with subscript out leaves the system."
143,images/page0304_img000.jpeg,Graphs,"Two pressure versus volume graphs labeled (a) and (b) show thermodynamic processes starting from point A at high pressure and low volume. In both graphs, an isothermal curve from A slopes downward more gradually toward point B, while an adiabatic curve from A slopes downward more steeply toward point C. In graph (a), point B lies above point C at the same larger volume, and the region between the isothermal and adiabatic curves is shaded. In graph (b), the same isothermal and adiabatic curves are shown, but an additional vertical line from point B down to point C represents an isochoric process, meaning constant volume, connecting B and C."
144,images/page0306_img000.jpeg,Other,"A region labeled hot on the left and cold on the right shows heat labeled Q flowing from the hot side to the cold side as indicated by a rightward arrow. A car is shown first moving to the right with velocity labeled v and then coming to rest with final velocity labeled v with subscript f equals 0, while heat labeled Q is released from the tires to the ground. A container labeled vacuum shows a puff of air expanding outward in random directions, followed by the air spreading out evenly to form a uniform distribution throughout the container."
146,images/page0307_img000.jpeg,Other,"A hot reservoir labeled T with subscript h is shown above a cold reservoir labeled T with subscript c, with heat flowing downward from the hot reservoir to the cold reservoir. In the second part, a heat engine is placed between the hot reservoir labeled T with subscript h and the cold reservoir labeled T with subscript c, where heat labeled Q with subscript h enters the engine from the hot reservoir, part of the energy is converted into work labeled W shown by a rightward arrow, and the remaining heat labeled Q with subscript c is released to the cold reservoir, with the relationship written as W equals Q with subscript h minus Q with subscript c."
147,images/page0310_img000.jpeg,Graph,"A pressure versus volume graph shows a closed loop cycle labeled with points A, B, C, and D, where the vertical axis is pressure and the horizontal axis is volume. The path from B to C is a vertical line at constant volume where heat labeled Q with subscript in enters the system, and the path from D to A is another vertical line at constant volume where heat labeled Q with subscript out leaves the system. The curved paths from C to D and from A to B are labeled adiabatic processes. The enclosed shaded area inside the loop represents the net work done over one cycle. To the right, a heat engine diagram shows heat labeled Q with subscript h entering from a hot reservoir labeled T with subscript h, part of the energy converted into work labeled W shown by a rightward arrow, and the remaining heat labeled Q with subscript c flowing to a cold reservoir labeled T with subscript c."
148,images/page0310_img001.jpeg,Graph,"A pressure versus volume graph shows a cyclic process with points A, B, C, and D connected in a loop, where the vertical axis is pressure and the horizontal axis is volume. From point B to point C, a vertical line indicates constant volume and heat labeled Q with subscript n enters the system from a change in internal energy labeled delta U. The curved paths from C to D and from A to B are labeled adiabatic processes. From point D to point A, a vertical line indicates constant volume where heat labeled Q with subscript c leaves the system. The shaded area enclosed by the loop represents work. To the right, a heat engine diagram shows a hot reservoir labeled T with subscript h where delta U creates Q with subscript h, heat flows into the engine, part of the energy is converted into work labeled W, and the remaining heat labeled Q with subscript c flows to a cold reservoir labeled T with subscript c, with a note that W is proportional to the shaded area of the pressure volume diagram."
149,images/page0310_img002.jpeg,Other,"Four stages of a piston engine cycle are shown in sequence labeled intake, compression, power, and exhaust. In the intake stage, air fuel mixture enters the cylinder from open valves while the piston moves downward. In the compression stage, the valves are closed and the piston moves upward, compressing the air fuel mixture. In the power stage, a spark ignites the compressed mixture, causing rapid expansion that pushes the piston downward with force labeled F equals P multiplied by A. In the exhaust stage, the exhaust valve opens and burned gases are expelled as the piston moves upward."
151,images/page0313_img000.jpeg,Other,"A pressure versus volume graph shows a thermodynamic cycle with points A, B, C, and D connected in a loop, where the vertical axis is pressure and the horizontal axis is volume. From point A to point B, the path follows an isothermal process at temperature labeled T with subscript h, with heat labeled Q with subscript h entering the system. From point B to point C, the path is labeled adiabatic expansion. From point C to point D, the path follows an isothermal process at temperature labeled T with subscript c, with heat labeled Q with subscript c leaving the system. From point D to point A, the path is labeled adiabatic compression. The shaded area enclosed by the loop represents work. To the right, a heat engine is shown with heat labeled Q with subscript h flowing in from a hot reservoir labeled T with subscript h, work labeled W produced, and heat labeled Q with subscript c released to a cold reservoir labeled T with subscript c."
152,images/page0314_img000.jpeg,Other,"A nuclear power plant system is shown with a reactor enclosed in a containment structure, where a pressure vessel contains the core and control rods, and heat from the core transfers energy to a steam generator producing steam. The steam flows through a steam line to spin a high pressure turbine and then a low pressure turbine connected to a generator that produces electricity. After passing through the turbines, the steam enters a condenser where it is cooled by circulating water, then is pumped back toward the steam generator. A cooling tower is shown removing heat from the condenser cooling water, completing the cycle of heat transfer and energy conversion."
153,images/page0315_img000.jpeg,Other,"A hot reservoir labeled T with subscript h provides heat labeled Q with subscript h to a heat engine. The engine produces work labeled W, shown by a rightward arrow. Remaining heat labeled Q with subscript c flows to a cold reservoir labeled T with subscript c. In the second case, some work is lost due to friction, labeled W with subscript f. This lost energy becomes additional heat labeled Q with subscript f, so both Q with subscript c and Q with subscript f flow into the cold reservoir."
154,images/page0317_img000.jpeg,Other,"A heat engine is shown with a hot reservoir labeled T with subscript h supplying heat labeled Q with subscript h, producing work labeled W, and releasing heat labeled Q with subscript c to a cold reservoir labeled T with subscript c. A pressure versus volume graph shows a cycle with points A, B, C, and D connected in a loop, where the vertical axis is pressure and the horizontal axis is volume. From A to B, the path follows an isothermal process at temperature T with subscript h with heat Q with subscript h entering. From B to C, the path is adiabatic compression. From C to D, the path follows an isothermal process at temperature T with subscript c with heat Q with subscript c leaving. From D to A, the path is adiabatic expansion. The shaded area inside the loop represents the work done over one cycle."
155,images/page0318_img000.jpeg,Other,"A refrigeration cycle is shown with an inside region on the right and an outside region on the left, separated by a dashed vertical line. Refrigerant flows through a loop connecting four components labeled 1, 2, 3, and 4. At component 1, the condenser releases heat labeled Q with subscript h to the outside. The fluid then passes through component 2, an expansion valve, where its pressure drops. At component 3, the evaporator absorbs heat labeled Q with subscript c from the inside space. The fluid then moves to component 4, a compressor, which increases its pressure and returns it to the condenser, completing the cycle."
156,images/page0319_img000.jpeg,Other,"A heat engine is shown between a hot reservoir labeled T with subscript h at the top and a cold reservoir labeled T with subscript c at the bottom, heat labeled Q with subscript h flows from the hot reservoir into the engine, part of the energy leaves as useful work labeled W to the right, additional work labeled W prime is shown inside the engine, and heat labeled Q with subscript c flows to the cold reservoir, with a note stating that work done against friction is lost to the cold reservoir."
157,images/page0320_img001.jpeg,Other,"A wall separates outside air at negative five degrees Celsius on the left from inside air at twenty degrees Celsius on the right, with a device embedded in the wall showing a cold region labeled T with subscript c equals negative fifteen degrees Celsius and a hot region labeled T with subscript h equals forty five degrees Celsius, heat labeled Q with subscript c flows from the outside into the device, work labeled W from an electrical outlet enters the device, and heat labeled Q with subscript h flows into the inside."
159,images/page0323_img000.jpeg,Other,"Two states are shown as circles labeled state 1 with entropy S with subscript 1 on the left and state 2 with entropy S with subscript 2 on the right, connected by a straight arrow labeled reversible process with the equation change in entropy equals Q divided by T with subscript rev, and a curved arrow below labeled irreversible process connecting the same states with the statement that change in entropy for the irreversible process equals change in entropy for the reversible process equals S with subscript 2 minus S with subscript 1, along with a note that the irreversible process has the same change in entropy."
160,images/page0324_img000.jpeg,Other,"Two panels compare heat transfer between a hot reservoir labeled T with subscript h at the top and a cold reservoir labeled T with subscript c at the bottom; in panel a, heat labeled Q flows directly from T with subscript h to T with subscript c and is labeled irreversible with the relation change in entropy for the irreversible process equals change in entropy for the reversible process, while in panel b, heat labeled Q is transferred in two steps through two reversible processes between T with subscript h and T with subscript c, also showing the relation change in entropy for the irreversible process equals change in entropy for the reversible process."
161,images/page0325_img000.jpeg,Other,"The left side labeled order shows a structured lattice of molecules forming ice, while the right side labeled disorder shows water molecules spread out with arrows indicating random motion, with a central arrow from left to right labeled change in entropy greater than zero."
163,images/page0330_img000.jpeg,Other,"Two panels compare particle distributions, where panel a labeled likely shows particles spread randomly throughout the container with arrows pointing in various directions, and panel b labeled highly unlikely shows the same particles clustered together in one corner with arrows still pointing in different directions while most of the container is empty."
164,images/page0333_img000.jpeg,Other,"A cross section of a vacuum flask shows an inner container holding hot or cold liquid surrounded by glass walls with silvered surfaces, a vacuum layer between the inner and outer walls, a spring centering device supporting the inner container, and a rubber support at the base."
165,images/page0335_img000.jpeg,Other,"Three panels show a piston and cylinder system, where in panel a heat labeled Q with subscript in enters the gas causing a force labeled F equals P times A on the piston and the change in internal energy is labeled delta U with subscript a equals Q with subscript in, in panel b the piston moves a distance d with force F producing work labeled F times d equals W with subscript out and the change in internal energy is labeled delta U with subscript b equals negative W with subscript out, and in panel c the piston is compressed with a smaller force labeled F prime less than F over a distance d so that work labeled W with subscript in equals F prime times d is done on the gas while heat labeled Q with subscript out leaves the system."
169,images/page0349_img001.jpeg,Other,"A square region labeled proton contains three colored spheres representing quarks, two labeled u each with charge plus two thirds q with subscript e and one labeled d with charge minus one third q with subscript e, with text indicating the total charge equals one q with subscript e, and below the diagram small icons labeled proton and electron are shown for comparison."
170,images/page0349_img002.jpeg,Waves/Fields,"A person with hair standing up touches a large metal sphere, with strands of hair spreading outward, and a nearby inset shows a rod labeled with positive charges and another inset shows particles labeled electron and proton, indicating charge transfer and buildup on the body."
171,images/page0350_img000.jpeg,Other,"The top part shows energy labeled E moving inward and producing an electron and an antielectron, with Δm equal to two times the electron mass and equal to E divided by c squared, and total charge before and after equal to zero. The bottom part shows an electron and an antielectron moving toward each other, colliding, and converting into energy labeled E, again with total charge before and after equal to zero."
172,images/page0352_img001.jpeg,Other,"Two spiral galaxies are interacting in space, with one galaxy stretched and distorted as material streams between them, forming a bright bridge and elongated tails due to gravitational forces."
173,images/page0355_img000.jpeg,Waves/Fields,"The top part shows a positive charge Q on the left and a positive charge q1 on the right separated by a distance r, with a force F1 acting on q1 pointing to the right, indicating repulsion. The bottom part shows a positive charge Q on the left and a negative charge q2 on the right separated by the same distance r, with a force F2 acting on q2 pointing to the left, indicating attraction."
174,images/page0359_img000.jpeg,Waves/Fields,"The top part shows two positive charges with electric field lines radiating outward from each charge and bending away from the region between them, indicating repulsion. The bottom part shows a positive charge on the left and a negative charge on the right, with electric field lines originating at the positive charge and curving toward and ending at the negative charge, indicating attraction."
175,images/page0359_img001.jpeg,Waves/Fields,"Two positive charges labeled q1 and q2 are shown with electric field lines radiating outward in all directions. Near the left charge q1, a point labeled P is marked, where two electric field vectors are drawn: E1 pointing away from q1 and E2 pointing in a different direction due to the influence of q2, showing that the net field at P is the vector sum of both contributions. Near the right charge q2, a point labeled P′ is marked, where two vectors E′1 and E′2 are drawn with different directions and magnitudes, again representing the individual electric field contributions from each charge. The surrounding curved field lines illustrate how the fields from both charges overlap and combine throughout the space."
176,images/page0361_img000.jpeg,Waves/Fields,"Two parallel plates are shown, with the left plate positively charged and the right plate negatively charged, creating a uniform electric field represented by straight horizontal arrows pointing from left to right. A positive charge q is located between the plates at point A and is shown moving to point B in the direction of the field. The diagram states that the change in electric potential energy equals the change in kinetic energy, indicating that electric potential energy is converted into kinetic energy. Below, a comparison shows a mass m moving downhill on a slope, with the statement that the change in gravitational potential energy equals the change in kinetic energy, illustrating the same type of energy conversion."
177,images/page0363_img000.jpeg,Waves/Fields,"A 12 volt battery is connected by wires to a headlight, forming a closed circuit. The battery has two terminals labeled A and B. On the left wire near terminal A, a negative charge labeled negative q is shown with an arrow pointing upward, indicating charge moving up the wire. On the right wire near the headlight and terminal B, another negative charge labeled negative q is shown with an arrow pointing downward, indicating charge moving down the wire. The headlight is glowing, showing that current is flowing through the circuit."
178,images/page0364_img000.jpeg,Waves/Fields,"Two parallel plates are shown, with the left plate negatively charged and the right plate positively charged. Uniform electric field lines point from the positive plate on the right toward the negative plate on the left. A negative charge labeled e is located near point A between the plates, and the region between the plates is divided into an upper and lower section with the lower right plate labeled B. An arrow indicates motion of the charge, and the text states that kinetic energy equals q times V, showing that the charge gains kinetic energy as it moves through the electric potential difference."
179,images/page0367_img001.jpeg,Waves/Fields,"The top part shows a curved surface with a positive charge q placed on it. The electric field at that point is represented by a diagonal vector labeled E, which is resolved into two perpendicular components: one vertical component labeled E perpendicular and one horizontal component labeled E parallel. A force on the charge is shown in the horizontal direction and labeled as the electric force equals q times the parallel component of the electric field, indicating only the parallel component contributes to motion along the surface. The bottom part shows the same curved surface with the charge q, but only a vertical electric field vector is drawn, pointing straight upward, representing the perpendicular component of the field."
180,images/page0368_img001.jpeg,Waves/Fields,"A spherical object is shown with multiple positive charges distributed across its surface, indicated by plus signs. Electric field lines radiate outward symmetrically in all directions from the sphere, with arrows pointing away from the surface, showing the direction of the electric field around a positively charged object."
181,images/page0369_img000.jpeg,Waves/Fields,"Electric field lines radiate outward from a positively charged, pointed conductor, with positive charges shown on its surface and field lines pointing away from them. The lines are most densely packed near the sharp tip, indicating a much stronger electric field there, while farther down the wider part of the conductor the lines spread out, showing a weaker field. An arrow labeled E tip points upward from the tip to show both the direction and the large magnitude of the electric field at that location, illustrating that electric fields are strongest at regions of high curvature such as sharp points."
182,images/page0370_img000.jpeg,Waves/Fields,"A Van de Graaff generator is shown with a flexible nonconductive belt moving upward inside an insulated column, carrying electric charge from a lower terminal connected to a voltage source and ground to a large hollow conducting sphere at the top. Near the bottom, charges are deposited onto the belt, which transports them upward; at the top, an ion source transfers the charge from the belt onto the outer surface of the conducting sphere. The charges spread out over the sphere’s surface due to repulsion, creating a high electric potential, and excess charge can leave toward an experimental area as indicated by arrows. The diagram labels components such as the conductor, ion source, belt, insulator, and ground, showing how mechanical motion is used to build up a strong electric field."
183,images/page0371_img000.jpeg,Waves/Fields,"A cylindrical photoconductive drum is shown being scanned by a laser as part of a printing process, where a uniform electric charge initially covers the surface. The laser follows a path along the drum and selectively removes charge in specific regions, leaving behind a patterned distribution of remaining charged areas. Arrows indicate how the laser light from a computer-controlled system is directed onto the drum surface. The regions that remain charged will later attract oppositely charged toner particles, forming an image. The diagram highlights how electric charge distribution and light are used together to create precise patterns on the drum."
184,images/page0371_img001.jpeg,Waves/Fields,"A four-stage xerography process is shown using a rotating photoconductive drum. In the first stage, a corotron applies a uniform electric charge to the drum surface. In the second stage, light from a lens forms an image on the drum, removing charge in exposed areas and leaving a pattern of charged regions that represents the image. In the third stage, negatively charged toner particles are attracted to the remaining positively charged areas on the drum, forming the visible image. In the fourth stage, a highly charged sheet of paper pulls the toner off the drum, transferring the image onto the paper."
185,images/page0372_img000.jpeg,Waves/Fields,"Neutral particles first pass through an initial filter and then enter a charging grid where they become positively charged. These charged particles are pulled toward a negatively charged collecting grid, where they are trapped. The cleaned air then passes through a final filter and exits. The image also shows a power plant as a real-world example, where this process is used to remove pollutants from exhaust gases before they are released into the air."
186,images/page0372_img001.jpeg,Waves/Fields,"Ink is sprayed from a nozzle as tiny droplets, which pass through a charging electrode that gives some droplets an electric charge. These droplets then move between deflection plates that create an electric field, causing the charged droplets to be pushed in different directions while uncharged ones continue straight. The deflected droplets land on paper to form letters, while unwanted droplets are directed into a gutter and returned to the ink reservoir for reuse."
187,images/page0375_img000.jpeg,Waves/Fields,"A battery is connected to a headlight in a closed loop, allowing electric current to flow through the wires and light the bulb. The arrows show current moving from the positive terminal of the battery, through the headlight, and back to the negative terminal, completing the circuit. The second part shows a simplified circuit diagram with a battery and a resistor, where current flows continuously around the loop, illustrating that a complete path is needed for current to flow."
188,images/page0376_img000.jpeg,Waves/Fields,"A cylindrical conductor is shown with an electric field pointing to the right and current flowing in the same direction. In the top case, positive charge carriers move to the right through the wire, so their motion is in the same direction as both the electric field and the current. In the bottom case, negative charge carriers move to the left, opposite to the electric field, but the current is still to the right because current direction is defined as the direction positive charges would move. The diagram highlights that current direction does not depend on the actual motion of electrons, but on the convention of positive charge flow."
189,images/page0381_img000.jpeg,Waves/Fields,"At the top, an incandescent bulb produces light by heating a thin filament until it glows, releasing both light and a significant amount of heat. At the bottom, a compact fluorescent bulb produces light by using electrical energy to excite gas inside the tube, causing it to emit light with much less heat."
190,images/page0385_img000.jpeg,Waves/Fields,"A long transmission line carries current from a power source to a device with resistance on the right, while the wires themselves also have resistance along their length. The bottom diagram represents this as a circuit where the resistance of the wires and the resistance of the device are shown as separate resistors in parallel branches connected to the same source. This shows that energy is lost in the wires as well as used by the device."
191,images/page0386_img001.jpeg,Waves/Fields,"The top image shows a fuse containing a metal with a low melting point connected in a circuit; when too much current flows, the metal heats up and melts, breaking the circuit. The bottom image shows a circuit breaker with a bimetallic strip that bends when heated by excessive current, triggering a switch lever and releasing a compressed spring to open the circuit. Both devices are connected to a voltage source and circuit, and they automatically stop current flow when it becomes too large."
192,images/page0387_img000.jpeg,Waves/Fields,"On the left, a person touches a metal tool connected to an electrically “hot” wire while also in contact with the ground, allowing current to flow through their body to the ground and causing a shock. On the right, a person touches a hot wire while insulated from the ground, so there is no complete path for current to flow through their body, preventing a shock."
193,images/page0388_img000.jpeg,Graphs,"A graph shows how the amount of electric current affects the human body at different frequencies. The vertical axis is current in milliamps, and the horizontal axis is frequency in hertz. Two curves are shown. The lower curve, labeled threshold of sensation, represents the smallest current a person can feel, which is lowest around normal power line frequencies and increases at very low and very high frequencies. The upper curve, labeled can’t let go, shows the current at which muscles contract so strongly that a person cannot release a wire. This value also changes with frequency and becomes much higher at higher frequencies."
194,images/page0389_img000.jpeg,Waves/Fields,"Two exposed wire ends are brought close together but not touching, and a small purple spark jumps across the gap between them. This spark occurs because a large electric potential difference creates a strong electric field in the air, causing the air to become ionized so it can conduct electricity. Charges then move through the ionized path, producing a brief current and visible light as energy is released."
195,images/page0390_img000.jpeg,Other,"A water molecule is shown with one oxygen atom labeled negative two q and two hydrogen atoms each labeled positive q, arranged in a bent shape with an angle of about one hundred four degrees between the hydrogen atoms. The dashed lines indicate the bonds between oxygen and each hydrogen, and the surrounding shaded region represents the distribution of electron density, which is more concentrated near the oxygen. This uneven distribution of charge makes the molecule polar, with a partial negative region near the oxygen and partial positive regions near the hydrogens."
196,images/page0391_img000.jpeg,Waves/Fields,"A square region shows four charges labeled qa, qb, qc, and qd placed near the corners, with another charge q located near the center. The diagram represents how multiple charges contribute to the electric field or force at a single point, where the net effect on the central charge is determined by adding the contributions from each surrounding charge."
197,images/page0392_img000.jpeg,Waves/Fields,"A circuit diagram shows a battery labeled with electromotive force E connected in series with an internal resistance r and an external resistor R. A switch on the right side can open or close the circuit, controlling whether current flows. When the switch is closed, current moves through the entire loop, and the internal resistance represents energy losses inside the battery while the external resistor represents the load in the circuit."
198,images/page0396_img000.jpeg,Waves/Fields,"Electric field lines are shown originating from a positive point charge on the left and interacting with a nearby conducting sphere on the right. The field lines curve toward the sphere and terminate on its surface, indicating that negative charge is induced on the side of the sphere facing the point charge, while positive charge is pushed to the far side. The lines are denser near the sphere’s surface, showing a stronger electric field in that region, and the pattern illustrates how a conductor redistributes charge in response to an external electric field."
200,images/page0402_img000.jpeg,Waves/Fields,"A power transmission tower carries a high voltage line labeled two hundred forty kilovolts and five hundred amps, supported by a string of insulators that separate the wire from the grounded metal structure. Each insulator provides a large resistance, reducing current flow to the tower and preventing energy loss or short circuits. A ground conductor at the top helps safely redirect excess charge, such as from lightning, into the earth."
201,images/page0407_img000.jpeg,,
202,images/page0409_img000.jpeg,Magnetism,"A cylindrical bar magnet labeled south on the left and north on the right is shown being divided into smaller sections. Each smaller piece becomes a magnet with its own south and north poles. Arrows indicate repeated splitting into many smaller magnets, and the final small magnet is shown near an atomic symbol to indicate magnetism at microscopic scale."
203,images/page0409_img001.jpeg,Magnetism,"Two sets of cylindrical bar magnets are shown. In the first set, opposite poles face each other, with the north pole of one magnet aligned with the south pole of another and arrows pointing inward indicating attraction. In the second set, like poles face each other, with north facing north and south facing south, and arrows pointing outward indicating repulsion between the magnets."
204,images/page0411_img000.jpeg,Magnetism,"Three panels illustrate magnetic domains in a material. The first panel shows many small regions with arrows labeled north and south pointing in different directions, representing randomly oriented domains. The second panel shows larger regions with several arrows aligned in similar directions, indicating partial alignment of domains. The third panel shows a single arrow with north at the top and south at the bottom, representing a fully aligned magnetized material."
205,images/page0411_img001.jpeg,Magnetism,"A sequence of three diagrams shows a soft iron bar placed between opposite poles of two magnets. In the first diagram the iron bar is unmagnetized. In the second diagram heat and mechanical tapping are applied to the bar while it remains in the magnetic field. In the third diagram the bar becomes magnetized with opposite poles induced on each end due to alignment within the external magnetic field."
206,images/page0412_img001.jpeg,Magnetism,"Two panels show magnetic field patterns using iron filings. The first panel shows filings around stacked metallic pieces with irregular field lines indicating weak or unaligned magnetization. The second panel shows a single bar magnet with filings forming curved lines from the north pole to the south pole, illustrating an organized magnetic field."
207,images/page0412_img002.jpeg,Magnetism,"A photograph of a magnetic resonance imaging scanner in a medical room, showing a large cylindrical magnet with a patient table extending into the opening, illustrating an application of strong magnetic fields in medical imaging."
208,images/page0413_img001.jpeg,Magnetism,"A diagram showing magnetic data storage. A rotating magnetic disk with a read and write head is moved by a voice coil positioner. Below, a recording head with a coil around an iron core produces a magnetic field that magnetizes a moving tape with ferromagnetic coating. Alternating north and south regions on the tape represent stored information."
209,images/page0415_img000.jpeg,Magnetism,"Three panels illustrate magnetic fields produced by electric current. The first shows moving charges forming circular magnetic loops. The second shows a straight current carrying wire with concentric circular magnetic field lines. The third shows the right hand rule indicating the relationship between current direction and magnetic field direction."
210,images/page0415_img001.jpeg,Magnetism,"Three panels show a cylindrical bar magnet. The first panel uses small compass needles arranged around the magnet to indicate magnetic field direction. The second panel shows curved magnetic field lines leaving the north pole and entering the south pole outside the magnet. The third panel shows closed magnetic field loops including lines inside the magnet from south to north and outside from north to south."
211,images/page0418_img000.jpeg,Magnetism,"A right hand rule diagram showing a hand with three perpendicular directions. The thumb indicates current direction, the fingers indicate magnetic field direction, and the palm shows the direction of force. The arrows demonstrate that magnetic force is perpendicular to both current and magnetic field."
212,images/page0420_img000.jpeg,Magnetism,"A right hand rule diagram illustrating the relationship between current, magnetic field, and force. A hand is shown with arrows labeled current, magnetic field, and force, indicating that the force is perpendicular to the plane formed by current and magnetic field."
213,images/page0420_img001.jpeg,Magnetism,"A diagram of a current carrying conductor placed in a magnetic field between the poles of a magnet. Arrows show magnetic field direction, current direction, and resulting force on the conductor. A small inset shows the right hand rule used to determine the force direction."
214,images/page0421_img000.jpeg,Magnetism,"A magnetohydrodynamic thruster diagram showing magnetic coils wrapped around a duct. Magnetic field lines pass through the duct while electric current flows between electrodes. The interaction of current and magnetic field produces a force that drives liquid through the tube."
215,images/page0421_img001.jpeg,Magnetism,"A current carrying conductor placed between magnetic poles with a battery connected. Arrows show current, magnetic field, and resulting force on the conductor. The right hand rule is illustrated to determine the force direction and the formula F = IℓB is indicated."
216,images/page0423_img000.jpeg,Magnetism,"A moving coil galvanometer style device with a coil between magnetic poles attached to a spring and scale. When current flows through the coil, magnetic forces cause rotation and the pointer deflects to indicate current."
217,images/page0423_img001.jpeg,Magnetism,"A simple electric motor diagram with a coil between north and south poles connected to a battery. Commutator and brushes reverse current each half rotation, maintaining continuous rotation of the coil."
218,images/page0423_img002.jpeg,Magnetism,"A current loop between magnetic poles showing forces on opposite sides of the loop. Equal and opposite forces produce torque causing rotation, illustrating the principle behind electric motors."
219,images/page0425_img000.jpeg,Magnetism,"Magnetic field lines around a straight current carrying conductor. Concentric circular field lines surround the wire and the right hand rule is used to determine direction."
220,images/page0426_img000.jpeg,Magnetism,"Two parallel current carrying wires showing magnetic forces between them. Currents in the same direction attract while currents in opposite directions repel due to interacting magnetic fields."
221,images/page0427_img000.jpeg,Magnetism,"A solenoid connected to a battery producing a magnetic field similar to a bar magnet. The right hand rule determines field direction and the solenoid has north and south poles."
222,images/page0430_img000.jpeg,Magnetism,"A galvanometer showing electromagnetic induction as a magnet moves into and out of a coil. The meter deflects when the magnetic field changes and remains zero when the magnet is stationary."
223,images/page0431_img000.jpeg,Magnetism,"Magnetic flux through a surface showing area vector and magnetic field components. The flux is proportional to the component of the magnetic field perpendicular to the surface."
224,images/page0431_img001.jpeg,Magnetism,"A rotating coil generator between magnetic poles connected to brushes. Mechanical rotation of the coil induces alternating current due to changing magnetic flux."
225,images/page0433_img000.jpeg,Magnetism,"Changing magnetic field near a coil inducing current. Diagrams show direction of induced current determined by Lenz’s law and right hand rule."
226,images/page0436_img000.jpeg,Electricity,"Electric power transmission system showing power plant, step up transformer, high voltage transmission lines, substation, and step down transformers delivering electricity to homes."
227,images/page0437_img000.jpeg,Electricity,"Transformer with primary and secondary coils wound around a core. Magnetic flux in the core links both coils enabling voltage transformation."
228,images/page0440_img000.jpeg,Electricity,"Alternating voltage waveform across a load. The sinusoidal output varies between positive and negative peaks over time."
229,images/page0440_img001.jpeg,Electricity,"Comparison of DC and AC voltage and current versus time. DC remains constant while AC varies sinusoidally around zero."
230,images/page0444_img000.jpeg,Magnetism,"Current and magnetic field direction diagrams using dots and crosses to indicate into and out of page directions."
231,images/page0445_img001.jpeg,Magnetism,"A sequence showing electromagnetic induction. A magnet is moved toward and away from a coil connected to a galvanometer. The meter deflects when the magnet moves, indicating induced current, and shows zero when the magnet is stationary."
232,images/page0445_img003.jpeg,Magnetism,"A current carrying conductor placed between magnetic poles. The magnetic field, current direction, and resulting force are shown using the right hand rule. The force on the conductor is labeled F = IℓB.
233,images/page0446_img001.jpeg,Magnetism,"Diagrams using dots and crosses to represent magnetic fields into and out of the page. Arrows indicate directions of force, current, and magnetic field for various configurations."
234,images/page0447_img000.jpeg,Magnetism,"Multiple vector diagrams illustrating relationships between current, magnetic field, and force. The right hand rule is used to determine directions for each case."
235,images/page0453_img001.jpeg,Technology,"Technicians wearing protective cleanroom suits inspect a reflective surface using flashlights. The reflection of workers and equipment is visible, indicating a high precision manufacturing or laboratory environment."
236,images/page0454_img000.jpeg,Waves/Fields,"A black and white portrait illustration of a bearded scientist in profile view, representing historical development in electromagnetism."
237,images/page0455_img000.jpeg,Waves/Fields,"An LC circuit connected to a transformer and spark gap transmitter with a receiver loop and tuner, illustrating early wireless radio transmission and resonance."
238,images/page0457_img000.jpeg,Waves/Fields,"Sinusoidal graphs showing electric field variation over time at different phases, demonstrating oscillating electric field behavior in electromagnetic waves."
239,images/page0458_img000.jpeg,Waves/Fields,"Diagram of perpendicular electric and magnetic fields forming an electromagnetic wave propagating through space."
240,images/page0458_img001.jpeg,Waves/Fields,"Illustration showing alternating electric and magnetic fields generated by oscillating charges forming an electromagnetic wave."
241,images/page0459_img000.jpeg,Waves/Fields,"Diagram of electric and magnetic field vectors oscillating while the wave propagates in the direction of energy flow."
242,images/page0460_img000.jpeg,Waves/Fields,"Photograph of a comet labeled with nucleus, coma, gas tail, and dust tail showing effects of solar radiation."
243,images/page0460_img001.jpeg,Waves/Fields,"Diagram of an interferometer with mirrors and fiber showing incident light splitting into two paths."
244,images/page0461_img000.jpeg,Technology,"Photograph of a square reflective experimental apparatus mounted on a stand used for light interference experiments."
245,images/page0464_img000.jpeg,Waves/Fields,"Electromagnetic spectrum diagram showing radio waves through gamma rays with wavelength and frequency scales."
246,images/page0466_img000.jpeg,Technology,"Photograph of power transmission lines running across a rural landscape illustrating large scale electromagnetic transmission."
247,images/page0466_img001.jpeg,Waves/Fields,"Electromagnetic spectrum diagram highlighting regions from radio waves to gamma rays."
